site,site_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Seminole Community,121171002,G,G,K,G,G,G,G,G,G,G,K,G,G,K,G,G,G,G,G,K,G,G,G,G
Blind Services; 118,121275002,10.8,11.4,12.5,13.3,13.0,12.0,12.5,11.3,10.0,9.5,8.6,10.0,12.5,9.1,6.2,5.5,5.5,6.0,7.4,8.4,8.1,8.0,7.7,5.9
Blind Services; 118,121275002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
St. Marks Wildlife,121290001,15.0,10.0,11.1,11.0,14.0,49.1,34.7,24.1,19.5,17.8,42.6,12.0,11.8,0.6,0.0,0.0,36.1,27.1,19.3,15.5,12.1,10.0,8.5,7.4
St. Marks Wildlife,121290001,G,G,G,G,G,G,G,G,G,G,G,G,G,B,B,B,B,B,B,B,B,B,B,B
Québec - Charlesbou,124000050314,2.2,1.3,0.9,0.9,0.9,0.9,1.0,1.6,2.1,3.0,2.7,1.8,2.2,1.8,2.2,1.3,0.5,0.9,0.9,0.8,1.3,1.3,1.6,2.0
Québec - Charlesbou,124000050314,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Saguenay - Parc Pow,124000050902,2.2,1.8,1.8,1.3,1.5,1.3,1.3,1.1,0.9,1.1,0.6,1.0,0.9,1.1,1.1,3.1,2.7,1.5,3.2,2.7,1.3,1.0,2.2,2.0
Saguenay - Parc Pow,124000050902,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Drummondville - Sta,124000051111,19.5,18.6,10.4,8.0,7.4,6.0,5.4,4.2,3.5,3.1,3.2,2.7,2.5,2.7,2.6,2.8,2.1,2.0,1.8,1.8,2.3,1.6,1.5,1.6
Drummondville - Sta,124000051111,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Granby - Parc Poite,124000055801,28.6,28.3,24.6,16.5,10.5,8.0,7.2,7.0,6.5,4.2,3.2,3.2,3.2,3.2,2.5,3.2,2.8,2.7,2.7,2.7,2.3,2.2,2.1,2.2
Granby - Parc Poite,124000055801,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Radisson,124000056001,1.8,2.0,2.0,2.0,2.0,2.2,2.5,3.0,3.3,4.2,4.5,3.6,3.2,3.0,3.5,4.5,6.7,8.5,8.0,6.9,6.4,6.2,6.0,5.9
Radisson,124000056001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Toronto Downtown,124000060445,16.0,-999,7.0,6.0,7.0,28.0,33.0,16.0,25.0,37.0,68.0,68.0,58.0,46.0,40.0,34.0,47.0,47.0,43.0,32.0,20.0,11.0,7.0,7.0
Toronto Downtown,124000060445,G,M,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Regina,124000080111,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Regina,124000080111,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Estevan,124000080502,7.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,7.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,6.0,9.0,6.0,6.0,7.0,7.0,7.0
Estevan,124000080502,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Buffalo Narrows,124000082002,5.0,5.0,5.0,4.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,10.0,10.0,12.0,17.0,16.0,24.0
Buffalo Narrows,124000082002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Second Narrows,124000100121,8.4,10.0,6.7,5.0,5.4,5.2,4.5,4.4,9.1,8.6,14.3,18.8,14.9,15.0,12.4,14.4,26.1,22.1,19.5,26.5,16.0,15.5,14.9,37.3
Second Narrows,124000100121,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Horseshoe Bay,124000100138,7.5,5.0,4.0,3.5,4.0,4.5,4.2,4.2,4.5,5.0,5.7,6.0,5.9,7.7,11.0,15.8,13.6,23.1,14.1,7.9,10.1,16.1,16.5,26.8
Horseshoe Bay,124000100138,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Penticton Industria,124000100605,4.5,5.0,5.0,4.0,2.2,2.7,2.1,3.1,7.0,6.2,8.1,7.2,5.7,4.2,3.7,5.5,2.7,0.0,2.1,0.5,0.5,3.7,0.9,3.2
Penticton Industria,124000100605,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Kelowna KLO Road,124000100703,9.4,8.9,5.7,5.2,4.9,4.7,6.2,5.5,6.2,5.9,5.7,5.9,7.2,7.7,11.0,9.8,7.4,7.0,5.5,-999,-999,3.1,3.0,3.7
Kelowna KLO Road,124000100703,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,M,G,G,G
Quesnel Johnston Av,124000101706,4.7,4.2,7.0,10.5,17.1,12.8,14.5,11.5,15.0,18.1,25.1,19.5,19.3,20.8,25.6,19.3,11.0,12.6,12.8,8.5,9.0,8.3,10.4,10.8
Quesnel Johnston Av,124000101706,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Cranbrook Muriel Ba,124000101904,10.5,10.0,11.0,10.9,7.5,6.0,6.0,6.0,6.9,6.5,5.5,3.8,4.9,6.7,7.5,8.5,5.5,5.0,5.2,6.7,6.9,7.7,7.9,9.8
Cranbrook Muriel Ba,124000101904,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Smithers Muheim Mem,124000102402,1.8,1.1,1.1,1.3,1.3,2.1,2.2,2.5,3.2,3.7,3.8,2.3,1.6,1.6,1.3,1.8,2.0,2.0,1.6,1.3,1.3,1.6,2.6,3.1
Smithers Muheim Mem,124000102402,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Elkford Rocky Mount,124000103011,4.2,-999,-999,-999,3.2,2.5,3.2,3.8,4.7,5.9,7.5,8.1,10.1,9.5,5.2,-999,2.8,2.2,1.8,1.6,-999,-999,-999,-999
Elkford Rocky Mount,124000103011,G,M,M,M,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G,M,M,M,M
Sparwood Centennial,124000103021,32.8,10.5,7.9,7.7,7.5,8.0,8.5,8.9,9.8,39.0,44.2,95.5,167.9,36.7,23.6,12.3,19.0,23.1,9.0,5.5,12.6,10.3,27.6,52.1
Sparwood Centennial,124000103021,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Valemount,124000106101,19.5,23.6,16.5,10.9,8.9,9.5,7.7,6.7,7.0,5.4,2.7,1.8,1.6,1.8,2.1,2.7,2.6,3.5,4.0,4.5,11.5,12.0,7.2,13.6
Valemount,124000106101,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Miramichi,124CC0041601,0.3,0.3,0.2,0.3,0.4,0.3,0.3,0.2,0.2,0.2,0.3,0.7,1.2,1.9,2.7,2.1,0.8,0.7,1.9,3.3,6.3,7.4,6.2,3.1
Miramichi,124CC0041601,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
AJ Ottewell Communi,124CC0090134,11.5,11.0,9.9,9.1,8.9,9.5,9.4,8.5,8.0,7.4,6.5,6.7,6.9,-999,-999,-999,-999,-999,-999,-999,9.8,8.3,6.7,7.2
AJ Ottewell Communi,124CC0090134,G,G,G,G,G,G,G,G,G,G,G,G,G,M,M,M,M,M,M,M,G,G,G,G
Ardrossan,124CC0090135,9.6,8.5,8.8,8.4,7.2,10.0,8.4,9.0,9.0,7.9,7.2,7.7,9.0,9.5,10.0,9.5,8.5,9.4,10.0,9.4,9.3,8.0,5.9,5.5
Ardrossan,124CC0090135,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
St Albert,124CC0090136,16.0,23.0,20.3,21.5,18.0,18.3,16.8,15.6,15.9,16.1,17.8,18.3,16.8,14.8,12.6,12.3,11.5,10.9,10.5,10.0,8.1,10.4,6.5,11.5
St Albert,124CC0090136,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Edmonton Central Ea,124CC0090140,13.1,13.1,13.9,13.0,11.9,13.8,14.9,13.5,14.9,14.0,14.3,15.6,13.8,13.5,13.8,13.8,14.4,12.9,11.9,11.8,10.6,9.8,10.1,8.8
Edmonton Central Ea,124CC0090140,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Airdrie,124CC0090250,32.6,15.6,15.0,19.8,19.6,20.8,22.3,21.3,19.8,29.0,13.9,19.6,10.1,10.5,8.6,12.0,8.4,7.0,8.0,19.1,8.0,8.4,9.5,32.3
Airdrie,124CC0090250,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Gibbons,124CC0090607,10.4,13.9,13.0,11.3,10.5,9.9,9.5,10.0,10.5,11.4,10.6,10.5,10.5,11.1,10.9,10.0,10.0,10.4,9.4,8.1,5.7,5.9,7.2,8.1
Gibbons,124CC0090607,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Redwater,124CC0090608,7.6,7.6,11.3,8.1,8.6,8.6,9.4,10.1,11.1,10.6,11.1,10.0,10.1,9.8,9.8,9.7,9.5,9.4,8.7,7.9,6.4,5.7,6.1,7.2
Redwater,124CC0090608,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Fort MacKay West,124CC0090805,3.3,4.2,4.4,4.7,5.0,5.0,5.5,6.0,6.7,7.0,18.1,33.3,28.3,13.4,11.8,16.0,40.2,86.5,107.2,129.1,118.7,129.0,134.1,129.5
Fort MacKay West,124CC0090805,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Conklin West,124CC0090808,4.2,4.7,4.9,5.0,5.0,5.0,5.4,5.2,5.2,5.4,7.4,9.1,24.3,25.1,28.0,19.1,13.8,10.8,8.4,7.0,6.5,6.4,6.5,7.7
Conklin West,124CC0090808,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Conklin East,124CC0090809,10.0,14.0,5.7,6.7,5.7,5.7,5.7,6.0,7.4,7.7,9.9,12.0,20.8,35.1,33.2,25.3,19.8,15.1,9.9,7.9,7.5,7.4,8.4,11.5
Conklin East,124CC0090809,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Anzac,124CC0094601,4.7,4.7,5.0,5.2,5.7,5.2,5.2,6.0,6.2,8.0,9.0,24.8,46.0,60.1,55.2,26.3,15.8,11.0,11.3,13.3,22.3,44.1,72.7,97.5
Anzac,124CC0094601,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Janvier,124CC0094701,5.2,5.5,7.7,6.0,6.0,5.9,6.0,5.7,6.0,5.5,5.5,7.0,11.5,39.6,36.3,32.0,27.6,19.8,13.1,9.3,7.5,11.9,35.8,33.7
Janvier,124CC0094701,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Whitehorse NAPS,124CC0119004,3.1,2.9,2.6,2.5,2.2,2.1,1.9,1.8,2.1,2.4,2.3,2.6,2.6,3.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Whitehorse NAPS,124CC0119004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,M,M,M,M,M,M,M,M,M
Macon Forestry,130210012,18.8,18.5,17.5,18.0,18.3,16.8,18.0,16.1,16.6,15.5,15.5,15.6,15.1,14.4,14.4,14.1,13.1,12.5,10.3,9.5,10.1,10.8,10.9,12.1
Macon Forestry,130210012,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Savannah L&A,130511002,14.5,16.0,17.0,18.6,19.1,20.1,18.3,17.8,16.1,15.5,14.9,16.0,16.1,17.0,16.6,21.1,18.0,11.9,10.1,11.6,13.4,10.8,9.4,8.9
Savannah L&A,130511002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Athens,130590002,17.8,18.8,19.6,20.1,20.6,21.1,22.1,21.8,20.0,19.8,20.3,21.0,22.8,24.1,24.8,21.1,19.8,22.0,22.6,22.3,23.1,25.3,28.8,29.3
Athens,130590002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
South DeKalb,130890002,17.1,17.6,17.5,18.3,18.3,18.0,18.3,17.3,17.1,18.3,21.6,24.3,25.0,25.1,26.3,26.3,23.6,20.3,19.3,19.6,21.3,21.8,23.5,23.8
South DeKalb,130890002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
NR-285,130890003,18.6,16.1,17.3,16.6,17.3,17.3,16.1,18.1,20.8,17.3,18.8,22.3,20.0,29.1,17.8,26.6,21.0,18.8,19.5,22.6,17.1,11.9,15.5,24.8
NR-285,130890003,B,B,B,B,B,B,B,B,B,B,B,B,G,G,G,G,G,G,G,G,G,G,G,G
Albany,130950007,11.8,11.1,10.6,10.0,10.0,10.4,10.4,11.5,11.9,10.9,11.4,11.8,10.5,9.0,8.8,9.3,6.9,7.4,5.5,4.9,5.9,6.5,6.4,6.2
Albany,130950007,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Rome,131150003,26.1,25.6,26.0,25.3,29.8,28.1,16.8,25.1,24.5,21.8,12.9,15.0,13.9,14.3,12.0,14.4,14.6,17.3,17.8,16.1,19.5,18.1,22.0,20.0
Rome,131150003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
United Ave,131210055,12.4,13.0,14.0,12.9,13.6,14.6,12.9,14.8,14.5,16.1,17.8,19.1,13.4,19.1,16.1,18.3,17.3,14.0,13.0,13.1,16.8,18.5,20.6,22.1
United Ave,131210055,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
NR-Georgia Tech,131210056,13.6,13.6,15.5,14.9,15.0,16.6,15.9,17.3,18.3,15.0,25.6,22.6,23.8,26.0,14.4,25.0,29.6,13.5,8.5,18.6,28.3,21.6,15.6,22.0
NR-Georgia Tech,131210056,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Brunswick,131270006,14.0,15.0,15.4,16.1,16.1,16.5,16.3,15.9,15.0,12.6,11.9,13.0,14.9,15.5,14.5,13.1,11.6,11.8,13.3,12.5,10.0,10.8,11.4,11.0
Brunswick,131270006,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Gwinnett Tech,131350002,19.5,21.3,21.8,21.6,21.6,21.6,21.1,19.8,19.1,20.5,20.5,22.3,24.6,23.6,21.0,18.8,20.0,20.0,20.1,19.3,19.6,22.6,27.1,27.1
Gwinnett Tech,131350002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Gainesville,131390003,33.2,34.0,31.1,28.3,26.6,29.8,29.3,38.2,29.8,29.3,28.6,24.8,25.5,23.8,23.1,21.1,23.8,24.8,24.6,27.0,31.5,29.6,28.8,28.3
Gainesville,131390003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
McDonough,131510002,14.4,14.1,14.1,14.0,14.1,14.0,13.5,13.5,13.8,14.4,15.5,17.8,18.8,16.8,19.1,20.6,21.5,21.3,21.5,21.6,22.6,22.5,22.5,24.1
McDonough,131510002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Warner Robins,131530001,15.3,14.4,14.0,14.0,13.9,13.6,12.9,12.6,12.3,13.0,13.5,14.4,14.9,15.8,15.5,13.5,13.6,10.0,7.7,9.5,10.8,10.6,11.0,9.8
Warner Robins,131530001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Valdosta,131850003,-999,19.8,20.3,18.6,18.3,17.1,15.9,15.0,14.9,13.9,14.4,14.4,16.0,20.8,13.0,11.0,14.4,13.0,9.8,5.5,5.2,6.0,8.5,11.1
Valdosta,131850003,M,G,G,G,G,G,G,G,G,G,G,G,G,G,G,B,G,G,G,G,G,G,G,G
Columbus Airport,132150008,14.5,13.0,12.1,11.4,12.0,12.0,12.1,11.9,12.8,9.5,8.9,10.5,11.5,12.1,13.0,13.3,12.5,9.6,10.1,12.3,11.0,10.0,10.4,11.5
Columbus Airport,132150008,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Augusta,132450091,14.3,15.4,16.1,16.1,16.1,16.3,17.8,17.6,18.5,20.1,21.0,21.0,22.3,22.8,20.5,20.1,16.6,13.0,17.3,18.6,17.1,14.0,19.8,23.8
Augusta,132450091,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
N'Djamena,148CHD010001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
N'Djamena,148CHD010001,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Hilo,150011006,1.0,0.0,2.0,5.0,6.0,8.0,0.0,1.0,0.0,4.0,0.0,5.0,0.0,4.0,1.0,19.0,0.0,9.0,8.0,5.0,2.0,2.0,1.0,1.0
Hilo,150011006,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Kona,150011012,2.0,5.0,0.0,4.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,5.0,0.0,0.0,10.0,4.0,1.0,3.0
Kona,150011012,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Pahala,150012016,7.0,2.0,0.0,0.0,0.0,3.0,5.0,6.0,6.0,4.0,5.0,3.0,4.0,0.0,6.0,7.0,8.0,6.0,4.0,3.0,1.0,5.0,5.0,11.0
Pahala,150012016,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Ocean View,150012020,0.0,0.0,4.0,5.0,0.0,5.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,9.0,4.0,9.0,11.0,16.0,10.0,13.0,1.0,10.0,1.0
Ocean View,150012020,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Waikoloa-21,150012021,4.0,0.0,3.0,4.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,5.0,6.0,1.0,1.0,5.0,0.0,3.0,0.0
Waikoloa-21,150012021,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Mountain View,150012023,0.0,3.0,1.0,2.0,1.0,6.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,4.0,8.0,6.0,0.0,9.0,6.0,2.0,7.0,4.0
Mountain View,150012023,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Kapolei,150030010,3.2,3.5,5.5,16.5,4.2,3.8,4.2,4.2,4.2,4.5,4.7,4.7,5.0,5.0,5.7,6.5,6.4,7.4,7.2,7.0,6.5,5.7,5.0,6.7
Kapolei,150030010,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Honolulu,150031001,2.0,3.0,2.0,2.0,5.0,6.0,3.0,4.0,7.0,4.0,4.0,5.0,4.0,3.0,0.0,8.0,6.0,5.0,6.0,2.0,3.0,3.0,3.0,3.0
Honolulu,150031001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
SAND ISLAND 2 - ANU,150031004,3.0,0.0,0.0,3.0,3.0,4.0,1.0,0.0,4.0,2.0,0.0,3.0,0.0,8.0,0.0,6.0,7.0,6.0,0.0,0.0,4.0,2.0,4.0,4.0
SAND ISLAND 2 - ANU,150031004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
KAHULUI,150090025,3.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,8.0,3.0,5.0,1.0,0.0,2.0,1.0,-999,0.0,2.0,4.0,5.0,9.0,7.0,5.0,6.0
KAHULUI,150090025,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G,G,G,G,G
St. Lukes Meridian,160010010,3.3,11.5,9.5,10.9,13.8,9.3,10.9,10.4,8.0,11.4,11.0,7.7,9.3,8.1,10.5,9.0,6.9,7.5,11.5,1.8,4.2,6.0,4.7,7.0
St. Lukes Meridian,160010010,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Garden City,160010020,6.0,6.0,3.0,14.0,7.0,4.0,3.0,3.0,2.0,6.0,11.0,7.0,4.0,4.0,3.0,8.0,9.0,5.0,3.0,3.0,1.0,-1.0,-2.0,1.0
Garden City,160010020,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Pocatello Garrett a,160050015,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pocatello Garrett a,160050015,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Shoshone Bannock Tr,160050020,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Shoshone Bannock Tr,160050020,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
St. Maries,160090010,10.0,8.0,12.0,10.0,10.0,8.0,6.0,7.0,7.0,7.0,9.0,9.0,12.0,8.0,11.0,8.0,-999,2.0,11.0,7.0,7.0,7.0,3.0,1.0
St. Maries,160090010,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G,G,G,G
Ketchum,160130004,6.0,3.0,1.0,14.0,5.0,2.0,4.0,3.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,3.0,6.0,6.0,2.0,1.0,3.0,2.0,3.0,3.0
Ketchum,160130004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Idaho City,160150001,6.0,9.0,10.0,6.0,5.0,9.0,4.0,4.0,4.0,2.0,4.0,7.0,5.0,3.0,-1.0,2.0,4.0,6.0,6.0,7.0,5.0,3.0,4.0,5.0
Idaho City,160150001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Garden Valley,160150002,3.0,1.0,4.0,4.0,2.0,3.0,2.0,1.0,3.0,5.0,4.0,2.0,2.0,2.0,1.0,-1.0,0.0,2.0,-999,5.0,2.0,0.0,3.0,4.0
Garden Valley,160150002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G,G
Idaho Falls PM2.5,160190011,-2.0,-2.0,1.0,9.0,9.0,12.0,10.0,9.0,12.0,10.0,15.0,16.0,20.0,14.0,12.0,16.0,-1.0,-999,-999,-2.0,6.0,3.0,-1.0,-1.0
Idaho Falls PM2.5,160190011,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,M,G,G,G,G,G
Boundary County,160210002,8.0,5.9,4.2,6.2,2.5,5.2,4.0,6.0,4.4,1.0,13.1,10.6,10.6,4.5,6.9,6.4,3.5,5.2,14.1,5.7,10.6,9.0,7.7,5.2
Boundary County,160210002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Porthill,160211007,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.2,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Porthill,160211007,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Mt Hall,160211008,4.5,4.5,4.5,4.5,5.0,4.5,5.0,4.5,5.0,5.0,5.0,5.0,4.5,4.5,4.5,4.5,4.5,4.5,5.0,4.5,4.5,4.5,4.5,5.0
Mt Hall,160211008,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Soda Springs PM25,160291009,5.5,5.5,5.5,5.5,5.5,4.8,7.6,7.6,6.2,5.5,5.5,4.8,4.1,4.1,4.1,4.1,4.1,4.8,4.1,4.1,4.8,4.8,4.8,4.8
Soda Springs PM25,160291009,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Grangeville,160490002,4.0,6.0,6.0,5.0,5.0,4.0,3.0,7.0,7.0,6.0,15.0,10.0,5.0,3.0,4.0,6.0,7.0,6.0,6.0,6.0,7.0,9.0,5.0,5.0
Grangeville,160490002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Cottonwood,160491011,3.2,2.7,4.2,4.7,4.0,3.5,6.7,3.0,2.1,1.3,9.5,3.0,9.5,5.2,7.9,5.2,9.0,8.3,4.7,6.7,6.0,11.0,-3.4,2.7
Cottonwood,160491011,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Minidoka National H,160530003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Minidoka National H,160530003,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Moscow,160570005,7.0,7.0,4.0,0.0,5.0,7.0,5.0,5.0,6.0,7.0,8.0,9.0,13.0,7.0,5.0,5.0,3.0,2.0,5.0,5.0,4.0,0.0,4.0,11.0
Moscow,160570005,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Potlatch,160571000,5.7,15.3,1.8,14.0,6.2,5.9,6.4,6.2,9.8,4.2,9.6,11.8,10.0,16.3,7.2,10.1,3.3,18.3,5.7,5.4,5.2,4.0,6.9,6.5
Potlatch,160571000,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Juliaetta,160571012,-0.3,3.0,0.9,1.1,2.0,4.0,4.5,4.4,3.1,2.5,6.2,6.7,10.5,7.0,7.4,8.8,6.5,6.4,-0.4,6.0,3.2,6.5,4.5,1.3
Juliaetta,160571012,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Salmon PM2.5,160590004,2.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,2.0,1.0,2.0,6.0,4.0,0.0,1.0,1.0,2.0,3.0,4.0,6.0,3.0,2.0,4.0,2.0
Salmon PM2.5,160590004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
